ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;DOTTORI
2023;09201;Cagliari - Universit  degli studi;Sardegna;ISOLE;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;16
2023;09201;Cagliari - Universit  degli studi;Sardegna;ISOLE;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;F;1
2023;09201;Cagliari - Universit  degli studi;Sardegna;ISOLE;Dottorato di ricerca;09;Health and welfare;F;3
2023;09201;Cagliari - Universit  degli studi;Sardegna;ISOLE;Dottorato di ricerca;09;Health and welfare;M;2
2023;09001;Sassari - Universit  degli studi;Sardegna;ISOLE;Dottorato di ricerca;02;Arts and humanities;F;5
2023;09001;Sassari - Universit  degli studi;Sardegna;ISOLE;Dottorato di ricerca;02;Arts and humanities;M;1
2023;09001;Sassari - Universit  degli studi;Sardegna;ISOLE;Dottorato di ricerca;03;Social sciences, journalism and information;F;1
2023;09001;Sassari - Universit  degli studi;Sardegna;ISOLE;Dottorato di ricerca;04;Business, administration and law;F;4
2023;09001;Sassari - Universit  degli studi;Sardegna;ISOLE;Dottorato di ricerca;04;Business, administration and law;M;1
2023;09001;Sassari - Universit  degli studi;Sardegna;ISOLE;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;15
2023;09001;Sassari - Universit  degli studi;Sardegna;ISOLE;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;6
2023;09001;Sassari - Universit  degli studi;Sardegna;ISOLE;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;4
2023;09001;Sassari - Universit  degli studi;Sardegna;ISOLE;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;F;10
2023;09001;Sassari - Universit  degli studi;Sardegna;ISOLE;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;M;9
2023;09001;Sassari - Universit  degli studi;Sardegna;ISOLE;Dottorato di ricerca;09;Health and welfare;F;6
2023;09001;Sassari - Universit  degli studi;Sardegna;ISOLE;Dottorato di ricerca;09;Health and welfare;M;3
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;01;Education;F;2
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;02;Arts and humanities;F;9
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;02;Arts and humanities;M;11
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;03;Social sciences, journalism and information;F;5
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;03;Social sciences, journalism and information;M;4
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;04;Business, administration and law;F;3
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;04;Business, administration and law;M;5
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;28
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;27
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);F;2
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);M;10
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;9
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;12
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;F;6
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;M;4
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;09;Health and welfare;F;4
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;09;Health and welfare;M;4
2023;08701;Catania - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;10;Services;M;1
2023;08601;"Enna - Libera Universit  della Sicilia Centrale ""KORE""";Sicilia;ISOLE;Dottorato di ricerca;03;Social sciences, journalism and information;F;1
2023;08601;"Enna - Libera Universit  della Sicilia Centrale ""KORE""";Sicilia;ISOLE;Dottorato di ricerca;03;Social sciences, journalism and information;M;1
2023;08601;"Enna - Libera Universit  della Sicilia Centrale ""KORE""";Sicilia;ISOLE;Dottorato di ricerca;04;Business, administration and law;F;3
2023;08601;"Enna - Libera Universit  della Sicilia Centrale ""KORE""";Sicilia;ISOLE;Dottorato di ricerca;04;Business, administration and law;M;7
2023;08601;"Enna - Libera Universit  della Sicilia Centrale ""KORE""";Sicilia;ISOLE;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;3
2023;08601;"Enna - Libera Universit  della Sicilia Centrale ""KORE""";Sicilia;ISOLE;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;4
2023;08301;Messina - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;02;Arts and humanities;F;4
2023;08301;Messina - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;02;Arts and humanities;M;3
2023;08301;Messina - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;03;Social sciences, journalism and information;F;8
2023;08301;Messina - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;03;Social sciences, journalism and information;M;5
2023;08301;Messina - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;04;Business, administration and law;F;7
2023;08301;Messina - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;04;Business, administration and law;M;5
2023;08301;Messina - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;16
2023;08301;Messina - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;10
2023;08301;Messina - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);F;1
2023;08301;Messina - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);M;3
2023;08301;Messina - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;4
2023;08301;Messina - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;6
2023;08301;Messina - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;F;2
2023;08301;Messina - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;M;2
2023;08301;Messina - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;09;Health and welfare;F;1
2023;08301;Messina - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;09;Health and welfare;M;2
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;01;Education;F;1
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;02;Arts and humanities;F;3
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;02;Arts and humanities;M;6
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;03;Social sciences, journalism and information;F;5
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;03;Social sciences, journalism and information;M;1
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;04;Business, administration and law;F;6
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;04;Business, administration and law;M;8
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;31
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;27
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);M;3
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;18
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;24
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;F;3
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;M;7
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;09;Health and welfare;F;13
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;09;Health and welfare;M;5
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;10;Services;F;1
2023;08201;Palermo - Universit  degli studi;Sicilia;ISOLE;Dottorato di ricerca;10;Services;M;1
2023;08003;Reggio Calabria - Universit  per Stranieri;Calabria;SUD;Dottorato di ricerca;04;Business, administration and law;M;1
2023;08001;Reggio Calabria - Universit  degli studi Mediterranea;Calabria;SUD;Dottorato di ricerca;04;Business, administration and law;F;4
2023;08001;Reggio Calabria - Universit  degli studi Mediterranea;Calabria;SUD;Dottorato di ricerca;04;Business, administration and law;M;3
2023;08001;Reggio Calabria - Universit  degli studi Mediterranea;Calabria;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;1
2023;08001;Reggio Calabria - Universit  degli studi Mediterranea;Calabria;SUD;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;10
2023;08001;Reggio Calabria - Universit  degli studi Mediterranea;Calabria;SUD;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;8
2023;08001;Reggio Calabria - Universit  degli studi Mediterranea;Calabria;SUD;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;M;6
2023;07901;"Catanzaro - Universit  degli studi ""Magna Grecia""";Calabria;SUD;Dottorato di ricerca;09;Health and welfare;M;2
2023;07801;Arcavacata di Rende - Universit  della Calabria;Calabria;SUD;Dottorato di ricerca;01;Education;F;1
2023;07801;Arcavacata di Rende - Universit  della Calabria;Calabria;SUD;Dottorato di ricerca;02;Arts and humanities;F;5
2023;07801;Arcavacata di Rende - Universit  della Calabria;Calabria;SUD;Dottorato di ricerca;02;Arts and humanities;M;4
2023;07801;Arcavacata di Rende - Universit  della Calabria;Calabria;SUD;Dottorato di ricerca;03;Social sciences, journalism and information;F;4
2023;07801;Arcavacata di Rende - Universit  della Calabria;Calabria;SUD;Dottorato di ricerca;03;Social sciences, journalism and information;M;4
2023;07801;Arcavacata di Rende - Universit  della Calabria;Calabria;SUD;Dottorato di ricerca;04;Business, administration and law;F;2
2023;07801;Arcavacata di Rende - Universit  della Calabria;Calabria;SUD;Dottorato di ricerca;04;Business, administration and law;M;3
2023;07801;Arcavacata di Rende - Universit  della Calabria;Calabria;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;12
2023;07801;Arcavacata di Rende - Universit  della Calabria;Calabria;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;24
2023;07801;Arcavacata di Rende - Universit  della Calabria;Calabria;SUD;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);F;1
2023;07801;Arcavacata di Rende - Universit  della Calabria;Calabria;SUD;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);M;3
2023;07801;Arcavacata di Rende - Universit  della Calabria;Calabria;SUD;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;7
2023;07801;Arcavacata di Rende - Universit  della Calabria;Calabria;SUD;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;21
2023;07801;Arcavacata di Rende - Universit  della Calabria;Calabria;SUD;Dottorato di ricerca;09;Health and welfare;F;5
2023;07601;Potenza - Universit  degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;02;Arts and humanities;F;1
2023;07601;Potenza - Universit  degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;02;Arts and humanities;M;4
2023;07601;Potenza - Universit  degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;03;Social sciences, journalism and information;F;1
2023;07601;Potenza - Universit  degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;9
2023;07601;Potenza - Universit  degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;5
2023;07601;Potenza - Universit  degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;3
2023;07601;Potenza - Universit  degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;9
2023;07601;Potenza - Universit  degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;F;5
2023;07601;Potenza - Universit  degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;M;4
2023;07501;Lecce - Universit  del Salento;Puglia;SUD;Dottorato di ricerca;01;Education;F;1
2023;07501;Lecce - Universit  del Salento;Puglia;SUD;Dottorato di ricerca;02;Arts and humanities;F;6
2023;07501;Lecce - Universit  del Salento;Puglia;SUD;Dottorato di ricerca;02;Arts and humanities;M;3
2023;07501;Lecce - Universit  del Salento;Puglia;SUD;Dottorato di ricerca;03;Social sciences, journalism and information;F;3
2023;07501;Lecce - Universit  del Salento;Puglia;SUD;Dottorato di ricerca;04;Business, administration and law;M;3
2023;07501;Lecce - Universit  del Salento;Puglia;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;13
2023;07501;Lecce - Universit  del Salento;Puglia;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;19
2023;07501;Lecce - Universit  del Salento;Puglia;SUD;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;4
2023;07501;Lecce - Universit  del Salento;Puglia;SUD;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;8
2023;07501;Lecce - Universit  del Salento;Puglia;SUD;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;M;1
2023;07203;"Casamassima - Libera Universit  Mediterranea ""Giuseppe Degennaro""";Puglia;SUD;Dottorato di ricerca;03;Social sciences, journalism and information;M;1
2023;07203;"Casamassima - Libera Universit  Mediterranea ""Giuseppe Degennaro""";Puglia;SUD;Dottorato di ricerca;04;Business, administration and law;F;4
2023;07203;"Casamassima - Libera Universit  Mediterranea ""Giuseppe Degennaro""";Puglia;SUD;Dottorato di ricerca;04;Business, administration and law;M;2
2023;07202;Bari - Politecnico;Puglia;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;1
2023;07202;Bari - Politecnico;Puglia;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;2
2023;07202;Bari - Politecnico;Puglia;SUD;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;12
2023;07202;Bari - Politecnico;Puglia;SUD;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;42
2023;07201;Bari - Universit  degli studi;Puglia;SUD;Dottorato di ricerca;01;Education;F;3
2023;07201;Bari - Universit  degli studi;Puglia;SUD;Dottorato di ricerca;01;Education;M;1
2023;07201;Bari - Universit  degli studi;Puglia;SUD;Dottorato di ricerca;02;Arts and humanities;F;1
2023;07201;Bari - Universit  degli studi;Puglia;SUD;Dottorato di ricerca;02;Arts and humanities;M;4
2023;07201;Bari - Universit  degli studi;Puglia;SUD;Dottorato di ricerca;03;Social sciences, journalism and information;F;4
2023;07201;Bari - Universit  degli studi;Puglia;SUD;Dottorato di ricerca;03;Social sciences, journalism and information;M;4
2023;07201;Bari - Universit  degli studi;Puglia;SUD;Dottorato di ricerca;04;Business, administration and law;F;16
2023;07201;Bari - Universit  degli studi;Puglia;SUD;Dottorato di ricerca;04;Business, administration and law;M;13
2023;07201;Bari - Universit  degli studi;Puglia;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;29
2023;07201;Bari - Universit  degli studi;Puglia;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;25
2023;07201;Bari - Universit  degli studi;Puglia;SUD;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);F;1
2023;07201;Bari - Universit  degli studi;Puglia;SUD;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);M;1
2023;07201;Bari - Universit  degli studi;Puglia;SUD;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;F;6
2023;07201;Bari - Universit  degli studi;Puglia;SUD;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;M;7
2023;07201;Bari - Universit  degli studi;Puglia;SUD;Dottorato di ricerca;09;Health and welfare;F;6
2023;07201;Bari - Universit  degli studi;Puglia;SUD;Dottorato di ricerca;09;Health and welfare;M;4
2023;07001;Campobasso - Universit  degli studi del Molise;Molise;SUD;Dottorato di ricerca;01;Education;F;1
2023;07001;Campobasso - Universit  degli studi del Molise;Molise;SUD;Dottorato di ricerca;01;Education;M;1
2023;07001;Campobasso - Universit  degli studi del Molise;Molise;SUD;Dottorato di ricerca;02;Arts and humanities;F;2
2023;07001;Campobasso - Universit  degli studi del Molise;Molise;SUD;Dottorato di ricerca;02;Arts and humanities;M;1
2023;07001;Campobasso - Universit  degli studi del Molise;Molise;SUD;Dottorato di ricerca;03;Social sciences, journalism and information;M;1
2023;07001;Campobasso - Universit  degli studi del Molise;Molise;SUD;Dottorato di ricerca;04;Business, administration and law;F;2
2023;07001;Campobasso - Universit  degli studi del Molise;Molise;SUD;Dottorato di ricerca;04;Business, administration and law;M;1
2023;07001;Campobasso - Universit  degli studi del Molise;Molise;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;4
2023;07001;Campobasso - Universit  degli studi del Molise;Molise;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;5
2023;07001;Campobasso - Universit  degli studi del Molise;Molise;SUD;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;1
2023;07001;Campobasso - Universit  degli studi del Molise;Molise;SUD;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;3
2023;07001;Campobasso - Universit  degli studi del Molise;Molise;SUD;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;F;4
2023;07001;Campobasso - Universit  degli studi del Molise;Molise;SUD;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;M;6
2023;07001;Campobasso - Universit  degli studi del Molise;Molise;SUD;Dottorato di ricerca;09;Health and welfare;F;2
2023;07001;Campobasso - Universit  degli studi del Molise;Molise;SUD;Dottorato di ricerca;09;Health and welfare;M;4
2023;06901;Chieti e Pescara - Universit  degli studi Gabriele D'Annunzio;Abruzzo;SUD;Dottorato di ricerca;01;Education;F;2
2023;06901;Chieti e Pescara - Universit  degli studi Gabriele D'Annunzio;Abruzzo;SUD;Dottorato di ricerca;01;Education;M;2
2023;06901;Chieti e Pescara - Universit  degli studi Gabriele D'Annunzio;Abruzzo;SUD;Dottorato di ricerca;02;Arts and humanities;F;9
2023;06901;Chieti e Pescara - Universit  degli studi Gabriele D'Annunzio;Abruzzo;SUD;Dottorato di ricerca;02;Arts and humanities;M;1
2023;06901;Chieti e Pescara - Universit  degli studi Gabriele D'Annunzio;Abruzzo;SUD;Dottorato di ricerca;03;Social sciences, journalism and information;F;4
2023;06901;Chieti e Pescara - Universit  degli studi Gabriele D'Annunzio;Abruzzo;SUD;Dottorato di ricerca;03;Social sciences, journalism and information;M;2
2023;06901;Chieti e Pescara - Universit  degli studi Gabriele D'Annunzio;Abruzzo;SUD;Dottorato di ricerca;04;Business, administration and law;F;9
2023;06901;Chieti e Pescara - Universit  degli studi Gabriele D'Annunzio;Abruzzo;SUD;Dottorato di ricerca;04;Business, administration and law;M;14
2023;06901;Chieti e Pescara - Universit  degli studi Gabriele D'Annunzio;Abruzzo;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;14
2023;06901;Chieti e Pescara - Universit  degli studi Gabriele D'Annunzio;Abruzzo;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;12
2023;06901;Chieti e Pescara - Universit  degli studi Gabriele D'Annunzio;Abruzzo;SUD;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;4
2023;06901;Chieti e Pescara - Universit  degli studi Gabriele D'Annunzio;Abruzzo;SUD;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;3
2023;06901;Chieti e Pescara - Universit  degli studi Gabriele D'Annunzio;Abruzzo;SUD;Dottorato di ricerca;09;Health and welfare;F;8
2023;06901;Chieti e Pescara - Universit  degli studi Gabriele D'Annunzio;Abruzzo;SUD;Dottorato di ricerca;09;Health and welfare;M;6
2023;06901;Chieti e Pescara - Universit  degli studi Gabriele D'Annunzio;Abruzzo;SUD;Dottorato di ricerca;10;Services;F;1
2023;06701;Teramo - Universit  degli studi;Abruzzo;SUD;Dottorato di ricerca;02;Arts and humanities;F;2
2023;06701;Teramo - Universit  degli studi;Abruzzo;SUD;Dottorato di ricerca;02;Arts and humanities;M;4
2023;06701;Teramo - Universit  degli studi;Abruzzo;SUD;Dottorato di ricerca;03;Social sciences, journalism and information;F;2
2023;06701;Teramo - Universit  degli studi;Abruzzo;SUD;Dottorato di ricerca;04;Business, administration and law;F;5
2023;06701;Teramo - Universit  degli studi;Abruzzo;SUD;Dottorato di ricerca;04;Business, administration and law;M;5
2023;06701;Teramo - Universit  degli studi;Abruzzo;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;8
2023;06701;Teramo - Universit  degli studi;Abruzzo;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;3
2023;06701;Teramo - Universit  degli studi;Abruzzo;SUD;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;F;17
2023;06701;Teramo - Universit  degli studi;Abruzzo;SUD;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;M;4
2023;06701;Teramo - Universit  degli studi;Abruzzo;SUD;Dottorato di ricerca;09;Health and welfare;F;2
2023;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;Dottorato di ricerca;03;Social sciences, journalism and information;M;2
2023;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;Dottorato di ricerca;04;Business, administration and law;F;1
2023;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;Dottorato di ricerca;04;Business, administration and law;M;2
2023;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;3
2023;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;9
2023;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);F;1
2023;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);M;5
2023;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;Dottorato di ricerca;02;Arts and humanities;F;2
2023;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;Dottorato di ricerca;02;Arts and humanities;M;2
2023;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;Dottorato di ricerca;03;Social sciences, journalism and information;M;2
2023;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;Dottorato di ricerca;04;Business, administration and law;F;1
2023;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;Dottorato di ricerca;04;Business, administration and law;M;2
